"id","idea_id","associate_id","is_primary","role","created_at","business_group"
"10041","3300","143","False","Developer","2023-05-30","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"10042","3300","69","False","Project Manager","2023-05-30","Innovation Labs / R&D"
"10043","3301","265","False","Project Manager","2020-06-30","Banking, Financial Services & Insurance (BFSI)"
"10044","3301","15","False","Developer","2020-06-30","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"10045","3302","170","False","Project Manager","2022-04-19","Cybersecurity & Zero Trust"
"10046","3302","127","False","Developer","2022-04-19","Hi-Tech"
"10047","3303","224","False","Developer","2023-01-07","Hi-Tech"
"10048","3303","49","False","Project Manager","2023-01-07","Communications, Media & Technology (CMT)"
"10049","3304","254","False","Project Manager","2024-03-04","Innovation Labs / R&D"
"1005","325","122","True","Project Manager","2024-04-11","Public Sector & Government"
"10050","3304","286","False","Project Manager","2024-03-04","Data, AI & Analytics"
"10051","3305","296","False","Developer","2021-07-05","Finance & Procurement"
"10052","3305","191","False","Project Manager","2021-07-05","Cybersecurity & Zero Trust"
"10053","3306","234","False","Developer","2020-11-17","Data, AI & Analytics"
"10054","3306","141","False","Developer","2020-11-17","Operations & Delivery Excellence"
"10055","3307","125","False","Project Manager","2024-09-20","Business Process Management (BPM / BPO)"
"10056","3307","31","False","Developer","2024-09-20","Public Sector & Government"
"10057","3307","77","False","Project Manager","2024-09-20","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"10058","3308","142","False","Project Manager","2022-01-11","Travel, Hospitality & Services (THS)"
"10059","3309","210","False","Project Manager","2025-04-19","Banking, Financial Services & Insurance (BFSI)"
"1006","325","233","False","Developer","2024-04-11","Cloud, Infrastructure & Security"
"10060","3309","68","False","Developer","2025-04-19","Data, AI & Analytics"
"10061","3309","250","False","Developer","2025-04-19","Application Development & Maintenance (ADM)"
"10062","3310","229","True","Project Manager","2023-08-29","Energy, Utilities, Resources & Services (EURS)"
"10063","3310","184","False","Project Manager","2023-08-29","Data, AI & Analytics"
"10064","3310","16","False","Project Manager","2023-08-29","Data, AI & Analytics"
"10065","3310","289","False","Developer","2023-08-29","Business Process Management (BPM / BPO)"
"10066","3311","118","False","Project Manager","2021-06-06","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"10067","3311","246","False","Project Manager","2021-06-06","Sales, Marketing & Alliances"
"10068","3311","73","True","Developer","2021-06-06","Retail, Consumer Goods & Logistics (RCL)"
"10069","3311","198","False","Project Manager","2021-06-06","Operations & Delivery Excellence"
"1007","325","137","False","Project Manager","2024-04-11","Cybersecurity & Zero Trust"
"10070","3311","84","False","Developer","2021-06-06","Human Resources (HR)"
"10071","3312","249","False","Project Manager","2020-07-05","Human Resources (HR)"
"10072","3312","145","False","Developer","2020-07-05","Hi-Tech"
"10073","3312","169","False","Project Manager","2020-07-05","Public Sector & Government"
"10074","3312","96","False","Developer","2020-07-05","Cybersecurity & Zero Trust"
"10075","3312","269","False","Developer","2020-07-05","Application Development & Maintenance (ADM)"
"10076","3313","222","True","Project Manager","2023-08-15","Communications, Media & Technology (CMT)"
"10077","3313","66","False","Developer","2023-08-15","Data, AI & Analytics"
"10078","3314","262","False","Developer","2023-10-21","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"10079","3314","58","False","Developer","2023-10-21","Retail, Consumer Goods & Logistics (RCL)"
"1008","325","114","True","Developer","2024-04-11","Product Engineering & IoT"
"10080","3315","288","False","Project Manager","2025-01-13","Human Resources (HR)"
"10081","3315","54","False","Developer","2025-01-13","Cybersecurity & Zero Trust"
"10082","3315","80","False","Developer","2025-01-13","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"10083","3315","259","False","Developer","2025-01-13","Data, AI & Analytics"
"10084","3315","241","False","Project Manager","2025-01-13","Finance & Procurement"
"10085","3316","209","False","Project Manager","2025-11-03","Business Process Management (BPM / BPO)"
"10086","3316","260","True","Project Manager","2025-11-03","Communications, Media & Technology (CMT)"
"10087","3317","58","True","Project Manager","2020-03-09","Public Sector & Government"
"10088","3317","282","False","Project Manager","2020-03-09","Hi-Tech"
"10089","3317","16","True","Developer","2020-03-09","Retail, Consumer Goods & Logistics (RCL)"
"1009","326","282","False","Project Manager","2022-06-15","Operations & Delivery Excellence"
"10090","3318","275","False","Developer","2023-11-20","Energy, Utilities, Resources & Services (EURS)"
"10091","3318","100","False","Developer","2023-11-20","Hi-Tech"
"10092","3318","269","True","Project Manager","2023-11-20","Application Development & Maintenance (ADM)"
"10093","3319","198","False","Project Manager","2022-03-17","Human Resources (HR)"
"10094","3319","53","False","Project Manager","2022-03-17","Banking, Financial Services & Insurance (BFSI)"
"10095","3320","251","True","Developer","2024-02-25","Business Process Management (BPM / BPO)"
"10096","3320","288","False","Project Manager","2024-02-25","Management Consulting"
"10097","3320","138","False","Project Manager","2024-02-25","Management Consulting"
"10098","3321","44","False","Developer","2022-09-19","Application Development & Maintenance (ADM)"
"10099","3321","152","False","Project Manager","2022-09-19","Management Consulting"
"101","37","133","True","Project Manager","2021-12-23","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"1010","327","247","False","Project Manager","2020-02-20","Cybersecurity & Zero Trust"
"10100","3321","81","False","Developer","2022-09-19","Retail, Consumer Goods & Logistics (RCL)"
"10101","3322","293","False","Developer","2021-09-23","Banking, Financial Services & Insurance (BFSI)"
"10102","3322","236","False","Developer","2021-09-23","Retail, Consumer Goods & Logistics (RCL)"
"10103","3322","73","False","Project Manager","2021-09-23","Banking, Financial Services & Insurance (BFSI)"
"10104","3322","257","False","Project Manager","2021-09-23","Cybersecurity & Zero Trust"
"10105","3323","256","False","Project Manager","2023-07-06","Finance & Procurement"
"10106","3323","64","False","Project Manager","2023-07-06","Product Engineering & IoT"
"10107","3323","117","True","Project Manager","2023-07-06","Sales, Marketing & Alliances"
"10108","3323","7","False","Project Manager","2023-07-06","Healthcare, Life Sciences & Insurance (HILSI)"
"10109","3323","41","False","Project Manager","2023-07-06","Enterprise Architecture Group"
"1011","327","48","False","Developer","2020-02-20","Public Sector & Government"
"10110","3324","21","False","Developer","2020-09-03","Communications, Media & Technology (CMT)"
"10111","3324","260","False","Project Manager","2020-09-03","Business Process Management (BPM / BPO)"
"10112","3324","87","False","Project Manager","2020-09-03","Manufacturing (MFG)"
"10113","3324","37","False","Developer","2020-09-03","Product Engineering & IoT"
"10114","3325","287","False","Developer","2025-10-09","Finance & Procurement"
"10115","3325","289","False","Project Manager","2025-10-09","Cybersecurity & Zero Trust"
"10116","3325","189","False","Project Manager","2025-10-09","Energy, Utilities, Resources & Services (EURS)"
"10117","3325","216","False","Developer","2025-10-09","Cloud, Infrastructure & Security"
"10118","3325","86","False","Project Manager","2025-10-09","Hi-Tech"
"10119","3326","272","False","Developer","2024-05-12","Innovation Labs / R&D"
"1012","327","97","False","Project Manager","2020-02-20","Application Development & Maintenance (ADM)"
"10120","3326","173","False","Developer","2024-05-12","Digital Transformation Group"
"10121","3326","293","False","Developer","2024-05-12","Automation & AI Ops"
"10122","3327","49","False","Project Manager","2020-03-20","Cybersecurity & Zero Trust"
"10123","3327","172","False","Project Manager","2020-03-20","Automation & AI Ops"
"10124","3327","77","False","Developer","2020-03-20","Finance & Procurement"
"10125","3327","235","True","Developer","2020-03-20","Travel, Hospitality & Services (THS)"
"10126","3327","241","False","Developer","2020-03-20","Retail, Consumer Goods & Logistics (RCL)"
"10127","3328","75","False","Developer","2021-01-24","Business Group"
"10128","3328","188","False","Project Manager","2021-01-24","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"10129","3328","100","False","Project Manager","2021-01-24","Automation & AI Ops"
"1013","327","100","False","Developer","2020-02-20","Finance & Procurement"
"10130","3328","61","False","Project Manager","2021-01-24","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"10131","3329","75","False","Developer","2022-06-03","Digital Transformation Group"
"10132","3329","79","False","Developer","2022-06-03","Public Sector & Government"
"10133","3329","219","False","Project Manager","2022-06-03","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"10134","3329","4","False","Project Manager","2022-06-03","Finance & Procurement"
"10135","3329","85","False","Developer","2022-06-03","Data, AI & Analytics"
"10136","3330","258","True","Project Manager","2025-05-10","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"10137","3330","116","False","Project Manager","2025-05-10","Management Consulting"
"10138","3330","83","False","Project Manager","2025-05-10","Sales, Marketing & Alliances"
"10139","3330","93","False","Project Manager","2025-05-10","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"1014","327","8","False","Project Manager","2020-02-20","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"10140","3330","257","False","Project Manager","2025-05-10","Banking, Financial Services & Insurance (BFSI)"
"10141","3331","6","False","Developer","2022-11-19","Energy, Utilities, Resources & Services (EURS)"
"10142","3331","176","True","Developer","2022-11-19","Education & EdTech"
"10143","3331","222","False","Project Manager","2022-11-19","Digital Transformation Group"
"10144","3332","291","False","Developer","2024-09-13","Management Consulting"
"10145","3332","225","True","Project Manager","2024-09-13","Human Resources (HR)"
"10146","3333","249","False","Developer","2022-03-06","Education & EdTech"
"10147","3333","45","False","Project Manager","2022-03-06","Manufacturing (MFG)"
"10148","3333","9","False","Project Manager","2022-03-06","Banking, Financial Services & Insurance (BFSI)"
"10149","3334","114","False","Project Manager","2024-04-22","Innovation Labs / R&D"
"1015","328","47","False","Developer","2023-07-23","Automation & AI Ops"
"10150","3334","288","False","Project Manager","2024-04-22","Product Engineering & IoT"
"10151","3335","235","False","Project Manager","2025-09-20","Healthcare, Life Sciences & Insurance (HILSI)"
"10152","3335","68","False","Project Manager","2025-09-20","Travel, Hospitality & Services (THS)"
"10153","3336","15","False","Project Manager","2024-02-03","Innovation Labs / R&D"
"10154","3336","260","False","Developer","2024-02-03","Business Group"
"10155","3336","256","False","Developer","2024-02-03","Sales, Marketing & Alliances"
"10156","3337","87","False","Project Manager","2024-01-14","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"10157","3337","202","False","Developer","2024-01-14","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"10158","3337","265","False","Project Manager","2024-01-14","Business Process Management (BPM / BPO)"
"10159","3337","290","False","Project Manager","2024-01-14","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"1016","328","167","False","Project Manager","2023-07-23","Finance & Procurement"
"10161","3338","267","False","Project Manager","2022-09-21","Travel, Hospitality & Services (THS)"
"10162","3338","146","False","Project Manager","2022-09-21","Public Sector & Government"
"10163","3339","221","False","Project Manager","2022-12-27","Enterprise Architecture Group"
"10164","3340","110","False","Project Manager","2022-09-08","Finance & Procurement"
"10165","3340","269","False","Project Manager","2022-09-08","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"10166","3340","69","False","Developer","2022-09-08","Education & EdTech"
"10167","3340","290","False","Developer","2022-09-08","Finance & Procurement"
"10168","3341","206","False","Developer","2024-03-16","Healthcare, Life Sciences & Insurance (HILSI)"
"10169","3341","226","False","Developer","2024-03-16","Management Consulting"
"1017","328","60","False","Project Manager","2023-07-23","Business Group"
"10170","3341","57","False","Developer","2024-03-16","Application Development & Maintenance (ADM)"
"10171","3341","54","False","Developer","2024-03-16","Energy, Utilities, Resources & Services (EURS)"
"10172","3342","120","False","Developer","2024-04-16","Innovation Labs / R&D"
"10173","3342","20","True","Project Manager","2024-04-16","Education & EdTech"
"10174","3342","125","False","Developer","2024-04-16","Business Process Management (BPM / BPO)"
"10175","3342","2","True","Developer","2024-04-16","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"10176","3343","170","False","Project Manager","2020-04-15","Public Sector & Government"
"10177","3343","191","False","Project Manager","2020-04-15","Public Sector & Government"
"10178","3344","102","False","Project Manager","2025-01-21","Public Sector & Government"
"10179","3344","237","False","Developer","2025-01-21","Automation & AI Ops"
"1018","328","32","False","Developer","2023-07-23","Management Consulting"
"10180","3344","179","True","Developer","2025-01-21","Finance & Procurement"
"10181","3344","279","False","Project Manager","2025-01-21","Cybersecurity & Zero Trust"
"10182","3344","265","False","Developer","2025-01-21","Business Group"
"10183","3345","15","False","Developer","2025-03-09","Hi-Tech"
"10184","3345","85","False","Project Manager","2025-03-09","Product Engineering & IoT"
"10185","3345","24","False","Project Manager","2025-03-09","Cloud, Infrastructure & Security"
"10186","3346","158","False","Project Manager","2024-07-28","Healthcare, Life Sciences & Insurance (HILSI)"
"10187","3346","201","False","Developer","2024-07-28","Innovation Labs / R&D"
"10188","3346","28","False","Project Manager","2024-07-28","Automation & AI Ops"
"10189","3346","285","False","Project Manager","2024-07-28","Human Resources (HR)"
"1019","329","250","False","Developer","2024-09-16","Finance & Procurement"
"10190","3347","94","False","Project Manager","2025-07-06","Sales, Marketing & Alliances"
"10191","3347","2","False","Project Manager","2025-07-06","Cloud, Infrastructure & Security"
"10192","3347","123","False","Developer","2025-07-06","Business Process Management (BPM / BPO)"
"10193","3347","148","False","Project Manager","2025-07-06","Digital Transformation Group"
"10194","3347","192","False","Project Manager","2025-07-06","Business Process Management (BPM / BPO)"
"10195","3348","66","False","Developer","2021-04-21","Education & EdTech"
"10196","3348","192","False","Developer","2021-04-21","Management Consulting"
"10197","3348","217","False","Project Manager","2021-04-21","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"10198","3348","160","False","Developer","2021-04-21","Enterprise Architecture Group"
"10199","3348","206","True","Developer","2021-04-21","Innovation Labs / R&D"
"102","37","233","False","Project Manager","2021-12-23","Retail, Consumer Goods & Logistics (RCL)"
"1020","329","41","False","Developer","2024-09-16","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"10200","3349","244","False","Developer","2023-11-13","Hi-Tech"
"10201","3349","286","False","Project Manager","2023-11-13","Automation & AI Ops"
"10202","3349","209","False","Developer","2023-11-13","Manufacturing (MFG)"
"10203","3350","259","False","Project Manager","2025-08-29","Education & EdTech"
"10204","3350","234","False","Project Manager","2025-08-29","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"10205","3350","278","False","Project Manager","2025-08-29","Innovation Labs / R&D"
"10206","3350","169","False","Developer","2025-08-29","Enterprise Architecture Group"
"10207","3350","233","False","Project Manager","2025-08-29","Sales, Marketing & Alliances"
"10208","3351","219","True","Developer","2024-09-03","Product Engineering & IoT"
"10209","3351","205","False","Developer","2024-09-03","Automation & AI Ops"
"1021","330","269","False","Developer","2025-02-08","Enterprise Architecture Group"
"10210","3351","300","False","Project Manager","2024-09-03","Sales, Marketing & Alliances"
"10211","3351","282","False","Developer","2024-09-03","Education & EdTech"
"10212","3351","41","False","Project Manager","2024-09-03","Human Resources (HR)"
"10213","3352","139","False","Developer","2020-01-11","Finance & Procurement"
"10214","3353","77","False","Developer","2024-07-25","Business Process Management (BPM / BPO)"
"10215","3354","135","False","Developer","2023-08-19","Finance & Procurement"
"10216","3354","234","False","Project Manager","2023-08-19","Finance & Procurement"
"10217","3354","220","True","Project Manager","2023-08-19","Manufacturing (MFG)"
"10218","3354","240","False","Project Manager","2023-08-19","Banking, Financial Services & Insurance (BFSI)"
"10219","3354","121","False","Developer","2023-08-19","Hi-Tech"
"1022","330","18","False","Project Manager","2025-02-08","Management Consulting"
"10220","3355","16","False","Project Manager","2022-08-20","Healthcare, Life Sciences & Insurance (HILSI)"
"10221","3355","102","False","Project Manager","2022-08-20","Manufacturing (MFG)"
"10222","3356","186","False","Project Manager","2021-12-31","Enterprise Architecture Group"
"10223","3356","280","False","Project Manager","2021-12-31","Data, AI & Analytics"
"10224","3356","93","False","Project Manager","2021-12-31","Enterprise Architecture Group"
"10225","3357","64","False","Project Manager","2020-02-15","Product Engineering & IoT"
"10226","3357","36","False","Developer","2020-02-15","Data, AI & Analytics"
"10227","3357","160","True","Developer","2020-02-15","Travel, Hospitality & Services (THS)"
"10228","3358","6","False","Project Manager","2024-07-14","Innovation Labs / R&D"
"10229","3358","72","False","Developer","2024-07-14","Hi-Tech"
"1023","330","150","False","Developer","2025-02-08","Travel, Hospitality & Services (THS)"
"10230","3358","152","False","Project Manager","2024-07-14","Hi-Tech"
"10231","3359","81","False","Project Manager","2022-12-11","Sales, Marketing & Alliances"
"10232","3359","196","False","Developer","2022-12-11","Energy, Utilities, Resources & Services (EURS)"
"10233","3359","55","False","Developer","2022-12-11","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"10234","3359","231","False","Developer","2022-12-11","Application Development & Maintenance (ADM)"
"10235","3359","150","False","Developer","2022-12-11","Data, AI & Analytics"
"10236","3360","297","False","Developer","2023-11-29","Human Resources (HR)"
"10237","3360","247","False","Project Manager","2023-11-29","Digital Transformation Group"
"10238","3361","18","False","Developer","2021-09-12","Banking, Financial Services & Insurance (BFSI)"
"10239","3361","106","False","Project Manager","2021-09-12","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"1024","330","188","False","Developer","2025-02-08","Product Engineering & IoT"
"10240","3361","12","False","Developer","2021-09-12","Human Resources (HR)"
"10241","3361","300","False","Project Manager","2021-09-12","Sales, Marketing & Alliances"
"10242","3362","256","False","Developer","2025-05-20","Innovation Labs / R&D"
"10243","3362","251","False","Developer","2025-05-20","Business Process Management (BPM / BPO)"
"10244","3363","121","True","Developer","2025-09-16","Communications, Media & Technology (CMT)"
"10245","3363","282","False","Developer","2025-09-16","Digital Transformation Group"
"10246","3363","40","False","Project Manager","2025-09-16","Data, AI & Analytics"
"10247","3363","2","True","Developer","2025-09-16","Energy, Utilities, Resources & Services (EURS)"
"10248","3363","231","False","Project Manager","2025-09-16","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"10249","3364","257","True","Project Manager","2022-01-31","Operations & Delivery Excellence"
"1025","330","42","True","Project Manager","2025-02-08","Digital Transformation Group"
"10250","3364","156","False","Developer","2022-01-31","Manufacturing (MFG)"
"10251","3364","73","False","Project Manager","2022-01-31","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"10252","3364","182","False","Developer","2022-01-31","Healthcare, Life Sciences & Insurance (HILSI)"
"10253","3364","110","False","Developer","2022-01-31","Energy, Utilities, Resources & Services (EURS)"
"10254","3365","195","False","Developer","2020-05-06","Manufacturing (MFG)"
"10255","3366","245","False","Project Manager","2025-06-02","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"10256","3366","253","False","Developer","2025-06-02","Business Group"
"10257","3366","271","False","Project Manager","2025-06-02","Business Process Management (BPM / BPO)"
"10258","3366","280","False","Project Manager","2025-06-02","Retail, Consumer Goods & Logistics (RCL)"
"10259","3367","132","False","Developer","2025-05-22","Product Engineering & IoT"
"1026","331","275","False","Project Manager","2022-08-18","Hi-Tech"
"10260","3367","210","False","Project Manager","2025-05-22","Healthcare, Life Sciences & Insurance (HILSI)"
"10261","3367","1","False","Developer","2025-05-22","Healthcare, Life Sciences & Insurance (HILSI)"
"10262","3367","295","False","Project Manager","2025-05-22","Human Resources (HR)"
"10263","3368","43","False","Project Manager","2023-01-29","Public Sector & Government"
"10264","3368","133","True","Project Manager","2023-01-29","Healthcare, Life Sciences & Insurance (HILSI)"
"10265","3369","131","False","Developer","2021-12-29","Business Process Management (BPM / BPO)"
"10266","3369","91","False","Project Manager","2021-12-29","Communications, Media & Technology (CMT)"
"10267","3369","116","False","Developer","2021-12-29","Public Sector & Government"
"10268","3369","68","False","Project Manager","2021-12-29","Digital Transformation Group"
"10269","3370","75","False","Developer","2023-11-22","Cybersecurity & Zero Trust"
"1027","332","18","False","Project Manager","2022-02-10","Cloud, Infrastructure & Security"
"10270","3370","218","False","Developer","2023-11-22","Banking, Financial Services & Insurance (BFSI)"
"10271","3371","22","False","Project Manager","2021-03-06","Innovation Labs / R&D"
"10272","3371","299","False","Project Manager","2021-03-06","Travel, Hospitality & Services (THS)"
"10273","3371","65","False","Project Manager","2021-03-06","Human Resources (HR)"
"10274","3372","115","False","Developer","2020-01-11","Healthcare, Life Sciences & Insurance (HILSI)"
"10275","3372","89","False","Developer","2020-01-11","Automation & AI Ops"
"10276","3372","122","True","Developer","2020-01-11","Retail, Consumer Goods & Logistics (RCL)"
"10277","3373","119","True","Developer","2021-09-06","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"10278","3374","233","False","Developer","2025-06-19","Application Development & Maintenance (ADM)"
"10279","3374","18","False","Developer","2025-06-19","Education & EdTech"
"1028","332","163","False","Developer","2022-02-10","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"10280","3374","35","False","Developer","2025-06-19","Hi-Tech"
"10281","3375","289","False","Developer","2021-10-15","Management Consulting"
"10282","3375","282","False","Project Manager","2021-10-15","Public Sector & Government"
"10283","3375","10","False","Project Manager","2021-10-15","Application Development & Maintenance (ADM)"
"10284","3375","295","True","Developer","2021-10-15","Automation & AI Ops"
"10285","3376","181","False","Developer","2020-04-02","Management Consulting"
"10286","3376","52","False","Project Manager","2020-04-02","Product Engineering & IoT"
"10287","3377","98","False","Developer","2020-01-11","Data, AI & Analytics"
"10288","3377","86","False","Project Manager","2020-01-11","Cloud, Infrastructure & Security"
"10289","3378","111","False","Developer","2020-06-13","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"1029","332","169","False","Project Manager","2022-02-10","Data, AI & Analytics"
"10290","3379","286","False","Developer","2022-03-04","Retail, Consumer Goods & Logistics (RCL)"
"10291","3379","194","False","Developer","2022-03-04","Finance & Procurement"
"10292","3379","188","False","Developer","2022-03-04","Manufacturing (MFG)"
"10293","3379","247","False","Developer","2022-03-04","Banking, Financial Services & Insurance (BFSI)"
"10294","3379","95","False","Project Manager","2022-03-04","Energy, Utilities, Resources & Services (EURS)"
"10295","3380","147","False","Developer","2023-01-05","Cybersecurity & Zero Trust"
"10296","3380","228","False","Project Manager","2023-01-05","Digital Transformation Group"
"10297","3380","199","False","Project Manager","2023-01-05","Cybersecurity & Zero Trust"
"10298","3380","171","False","Developer","2023-01-05","Application Development & Maintenance (ADM)"
"10299","3381","248","True","Developer","2020-02-21","Retail, Consumer Goods & Logistics (RCL)"
"103","38","138","True","Project Manager","2024-12-29","Finance & Procurement"
"1030","333","53","False","Developer","2025-08-11","Education & EdTech"
"10300","3381","296","False","Developer","2020-02-21","Automation & AI Ops"
"10301","3381","213","False","Project Manager","2020-02-21","Manufacturing (MFG)"
"10302","3381","143","False","Project Manager","2020-02-21","Travel, Hospitality & Services (THS)"
"10303","3382","227","False","Project Manager","2022-07-10","Manufacturing (MFG)"
"10304","3382","144","False","Developer","2022-07-10","Public Sector & Government"
"10305","3382","291","False","Developer","2022-07-10","Human Resources (HR)"
"10306","3383","38","False","Project Manager","2025-09-12","Business Group"
"10307","3383","278","False","Developer","2025-09-12","Public Sector & Government"
"10308","3383","250","False","Project Manager","2025-09-12","Banking, Financial Services & Insurance (BFSI)"
"10309","3384","112","False","Developer","2023-02-10","Automation & AI Ops"
"1031","334","149","True","Developer","2024-03-21","Cloud, Infrastructure & Security"
"10310","3385","259","True","Project Manager","2021-06-11","Business Group"
"10311","3385","156","True","Developer","2021-06-11","Communications, Media & Technology (CMT)"
"10312","3385","68","False","Developer","2021-06-11","Healthcare, Life Sciences & Insurance (HILSI)"
"10313","3385","103","False","Project Manager","2021-06-11","Healthcare, Life Sciences & Insurance (HILSI)"
"10314","3386","145","False","Developer","2025-02-07","Human Resources (HR)"
"10315","3386","37","False","Developer","2025-02-07","Cybersecurity & Zero Trust"
"10316","3386","16","False","Developer","2025-02-07","Retail, Consumer Goods & Logistics (RCL)"
"10317","3386","128","False","Developer","2025-02-07","Data, AI & Analytics"
"10318","3386","294","False","Developer","2025-02-07","Sales, Marketing & Alliances"
"10319","3387","14","False","Developer","2023-09-29","Education & EdTech"
"1032","334","281","False","Developer","2024-03-21","Operations & Delivery Excellence"
