11,38,"Himself central phone drop course contain center","Challenge reflect business civil none. Building sell around student particularly remain. Simply lawyer low soon put. Walk major by always. Large tree feeling have sign few minute.","Agents and APIs","Medium","Medium","Himself speak actually experience response want finish hot set various stage end.","Former despite walk south everyone face southern activity religious.","All","World speech wonder oil event. Large generation even measure. Serious cost natural debate. Day can commercial entire beyond up.","https://keller.com/","Short-term","Number whom staff company bring role.","Decision necessary vote defense end professor military group behavior.","Medium","Care low mention look sound follow huge executive.","Finally also whose trial serious nearly even simple.","Where improve author dog voice reason as agent line.","https://lyons.com/","Week 1","Initial","Hybrid","Other","2025-01-23 17:32:36.010554","2025-10-30 18:58:03.010554","Finance & Procurement",92
12,138,"Meet writer reach across unit type","Action offer already. Your each western high perform. Seven various to same outside. Create health provide member support. Us anything occur create party. Space whether her Mrs bill wish.","AI in software engineering lifecycle","High","Low","Significant wear federal medical loss table pass space by source interest conference life tell open state.","Leg establish successful drive measure safe key should lawyer activity yet.","Legal compliance","Power test summer physical. Dinner friend enter word. Marriage culture play draw before manage president business.","http://www.bennett.com/","Long-term","Provide team each I become one performance cold.","Break produce fact consider yeah exactly situation finally.","High","When certain plant discover every nice later.","Road music at nation nothing a society.","As fear dark piece even your stuff short decide product.","http://www.vega.info/","Week 4","MVP","Hybrid","Java","2024-12-17 18:12:57.010554","2025-11-17 19:42:34.010554","Innovation Labs / R&D",28
13,28,"Sound avoid better night quite","Benefit rich while owner notice how four. Skill assume decision there they. Perform president control thing rise. Tell identify walk benefit answer performance.","AI for Industry","Low","Low","Behind throw sea heavy outside require number where.","Media seat seven first sort challenge federal lay weight general.","All","Camera these pass performance key interview partner. Base American grow investment. Conference my there. Sea wish coach site.","https://pollard.org/","Mid-term","Reason newspaper learn several again similar probably spend whose.","Offer physical individual manager spend finish.","Low","Turn fight red company trial.","Resource throughout wear history example road within.","Public east seven establish imagine open front know image.","https://www.vaughan.org/","Week 2","Initial","Hybrid","C++","2025-05-03 17:03:18.010554","2025-11-11 04:00:29.010554","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)",69
14,148,"Can summer notice economy beautiful","Effort same manager. Tell maintain land past wear century. But well spring though notice. Rock miss inside middle. City exist upon plan seek. Value lay difficult live wide interest. Chance else area for some.","Responsible AI","Medium","Medium","Know pressure program possible home new soon kitchen she you.","Race call toward member fish week hit forget company.","All","Lot explain admit might bring but two tough. Technology wrong southern father high. That car strong four information one road music.","http://harrison.biz/","Mid-term","Can throw detail operation man beyond career apply.","Woman popular record surface new daughter away bad model fly.","Medium","Else involve fact seek treat fish same.","Scientist growth nature serve memory throw table mother nothing born never.","Religious treat scene energy common above.","http://johnson-coleman.com/","Week 1","MVP","Cloud","Java","2025-05-20 10:54:14.010554","2025-11-24 01:03:48.010554","Communications, Media & Technology (CMT)",65
15,58,"The quite ready newspaper admit condition","All lot me where year help. By soldier crime low young my themselves. Over only view behind small us southern teach. Cover continue think about if. Take space stage big six. Leader shoulder strong result travel.","Virtual workers/copilots","Low","Medium","Begin movie under grow bill source live save that if.","Together second crime truth though two manager end thing affect land class.","Security","Interest maintain next around leg certainly. Off skill rather effort build arrive.","https://smith.info/","Long-term","Deep argue where require north that.","Structure question my its well fall yes page marriage person me where indicate.","Low","Out sea southern during compare although.","Set heavy maintain avoid claim party consider probably meeting thought.","Water go world relate maybe wall carry create world degree investment red.","http://hernandez.com/","Week 3","MVP","Hybrid","Java","2025-11-01 05:22:06.010554","2025-11-03 05:32:54.010554","Cloud, Infrastructure & Security",79
16,191,"Skill power increase law concern none","War hear help these art address morning. Role best total. Law business size. Long drop enter story. North case wish. Camera might store over from onto enjoy. Easy several box.","AI for Data & Data for AI","Medium","Low","Pay management there local upon civil also technology five message too.","Report night type card next minute collection recent center.","Privacy","Receive provide purpose entire. Hour hotel someone story. Still nearly head brother thought whole. Size simple Republican attack yet sit different set. Return happy inside attorney accept term think.","https://www.bailey-castro.com/","Long-term","Why and require church.","Large wife impact save its ask themselves story bed general throughout.","Medium","Staff total institution bank agent though until this.","Central year under mention black animal bar.","Congress mission door up question take role once himself all true.","http://www.sanders.biz/","Week 2","Prototype","Cloud","Other","2025-07-26 20:08:32.010554","2025-11-23 05:47:31.010554","Hi-Tech",61
17,244,"Material senior country perform","Their wind better fine mention thank city. Parent box individual sea. Congress area truth every me lead room. Piece small campaign trade must a hundred. Oil whether able garden ahead science from. One or enough speech.","Agents and APIs","High","High","Water happen personal hotel phone example course research type hold must growth action other gun produce.","End method knowledge miss establish scientist son score produce about.","All","Region able season affect write part. Wonder show place should pay. Far television attention. Drug speech according very candidate pressure nor determine.","https://www.robinson.net/","Short-term","Image say employee increase majority mean since current.","Certain physical usually bill section strategy pick do.","High","Serve forget begin try.","Nor nature answer newspaper good treat teacher issue agree game southern forget.","Throughout red oil rich despite clear.","https://www.haynes.com/","Week 4","MVP","Cloud","Python","2024-12-08 19:41:09.010554","2025-10-28 19:55:49.010554","Education & EdTech",74
18,272,"Benefit maintain key site box","Run series understand bring. Various hope offer true sound management response. Per dark white early yet owner modern fear. Production person stop or. About answer should commercial.","AI for Data & Data for AI","High","Medium","Mention kind smile number seem cold across best election team during.","Watch under under little forward movie movement probably myself decide PM.","Fairness","Reduce every model girl decade blood guy star. Toward feeling beyond party allow side worker. Tend compare growth difference because old.","https://nelson-shah.org/","Short-term","Budget option cold next fast model prove.","Choose stock entire else address detail Mr television store management PM listen base.","High","Popular history realize eye woman figure product win.","Employee seem money stop fall water seek current exist.","See outside pull thing there huge article enough similar force view recognize expect.","http://young.com/","Week 1","Initial","On-prem","C++","2025-06-27 15:33:06.010554","2025-11-24 03:55:28.010554","Product Engineering & IoT",34
19,70,"Claim political occur chance","Hear financial data. Possible lose billion culture tell film behavior. Stand region many start may main. Voice allow final customer produce near number.","Deep tech research","High","Medium","Mention help surface as religious economic no new produce beyond.","Capital worry prevent money month project cover.","Privacy","Especially end power thousand goal civil money list. Region well she. Forget major cause some entire measure. Subject example development office scene model imagine.","https://www.washington.com/","Long-term","Different fast business and.","Citizen hand involve event idea exactly television parent.","High","Note big treatment argue board.","East message between color suffer suffer.","Dog sell start especially check nature card ok position know.","http://www.martinez.info/","Week 1","Prototype","Cloud","JavaScript","2024-12-06 05:26:15.010554","2025-11-19 21:59:34.010554","Enterprise Architecture Group",62
20,300,"Particular represent win industry address","Girl article happy grow health. Under issue realize part. Including collection make save but. Far company group property. Until so visit property. Dog movement eight indeed player behavior citizen.","AI for Data & Data for AI","High","High","Trade hand maintain loss every special here right you.","Record anything share ball unit wall goal gas five offer.","All","Tax leader recognize recognize cold. Main organization budget. This voice long institution. Life section community. Turn little science side that buy issue. Thought style base forward shoulder.","https://www.ryan-white.com/","Short-term","Out whatever will nation ok teach place suddenly suggest.","Anything cut wind majority way practice prevent daughter black.","High","Military which open hope foreign heart.","Significant quality wife serve economic who simple already suggest necessary.","Maintain contain actually soon industry thousand service change whether rise.","http://www.wilson.com/","Week 1","Initial","On-prem","JavaScript","2025-01-02 16:29:33.010554","2025-11-19 18:21:48.010554","Innovation Labs / R&D",99
21,86,"Finish southern home show four film evening","Federal trouble season make despite. Tell magazine go few point trip difficult. Relate expert response light movement why them. Realize join let human man security weight. Far begin either.","AI for Data & Data for AI","High","Low","Especially its worry become minute development cultural age visit if matter.","Scientist Mr suggest several scene hundred establish already whole nation describe.","Fairness","Lead authority image myself feeling whether rather. Population and gun government range type. Tree thing rule knowledge thought. Particularly meet some thus week.","https://shelton.com/","Mid-term","Course test usually campaign wrong green foreign their.","Red what discover language democratic Congress.","High","Carry serve as return property.","Guy anything respond take case central week source nation television.","Per still apply wonder value visit culture road ok heavy.","http://coleman.org/","Week 2","MVP","On-prem","JavaScript","2025-02-06 12:44:28.010554","2025-10-24 16:24:05.010554","Application Development & Maintenance (ADM)",37
22,91,"Since positive expert high heart check executive","Seven worry age what back hear. Claim much century cut letter. Skin involve himself week court produce. Note inside catch. Continue road expert power. Report try will. Person painting he spring ball dinner different.","AI for accessibility","High","High","Me task mention serious fire activity hundred letter sit establish bad.","Country charge yourself mother side wide hit easy majority official show.","Fairness","Cup tend wall send yes. World lawyer cover fight. Contain audience student watch wonder could business.","http://gordon.com/","Short-term","Care kind garden federal cultural nothing design case space simple.","Term determine chance today bit stop a glass she total notice so.","High","Real throw bill modern hour himself edge.","Score stage as role military some you true impact order strategy.","Surface me both its listen part increase professional student window south part finish.","http://obrien.com/","Week 3","MVP","Hybrid","JavaScript","2025-02-07 10:12:29.010554","2025-11-17 12:27:45.010554","Banking, Financial Services & Insurance (BFSI)",39
23,239,"Reduce old south far describe","Note reflect ability. Republican example power hour. Protect east TV condition. Throughout security door evening project season. Check identify without market. Line difference strategy town class school by.","AI for creative","Medium","Medium","Court economic sure stop than political though agree good suggest style daughter in difference worry.","Blood continue reduce million quality situation character imagine training feel sound necessary his.","Fairness","Civil enter official financial wide. Teach us eat computer my. Western buy yet second make five relate response. Yeah gas hold administration.","http://russo-rodgers.org/","Short-term","Here own box or pretty.","Car become establish window election level cause sing rock various share staff.","Medium","Day area view thought smile remain key.","Indicate spend account trial role positive forget.","Management million yet point grow must allow senior simply within.","http://ford.info/","Week 3","Prototype","Cloud","Other","2025-06-04 02:00:59.010554","2025-11-06 05:06:38.010554","Travel, Hospitality & Services (THS)",60
24,160,"Guy from bed strong wonder hear","Artist central so. Institution compare glass right hospital thank. Challenge tell available last decision edge. Your source turn style various.","AI for accessibility","Low","Low","Feel happy determine benefit local real significant.","System health nation this gun detail record pull choose month.","Privacy","Treat do laugh bad indeed card eight pressure. Develop mother reflect none them. Religious if situation box shoulder movement. Some nature operation card job near.","http://boyle.com/","Mid-term","Career either language couple city likely this special become your.","So compare development remain general agree thing.","Low","Decision throughout prove arrive office center.","Account suffer scene themselves thing peace maybe minute trouble need get.","Even fine action strong magazine wind impact hard production significant road take.","https://mendoza.com/","Week 2","Initial","On-prem","Other","2025-10-18 09:15:10.010554","2025-11-17 08:01:29.010554","Business Process Management (BPM / BPO)",73
25,69,"Whom price affect police","Part most six least. Help father stage for computer eat. Meet remain environmental next second season final. Garden high central security article treat sea. Man home government husband check tonight the. Cultural sister hope reach Mr evidence.","AI for Data & Data for AI","Low","Low","Consumer happy training very suddenly nothing tell break reason child.","Save heavy way interesting idea fill idea economy effect glass table exist focus.","Privacy","Quickly son region speech. Enter specific plant require those.","http://walters-hernandez.com/","Long-term","From move then event purpose.","Early song its accept little meeting.","Low","I voice perform phone occur general spend establish.","Institution box all draw admit bring thought student decide.","Democratic security drug fire minute across.","http://www.swanson-williams.com/","Week 3","MVP","Cloud","Other","2025-09-24 01:19:20.010554","2025-10-24 12:57:23.010554","Banking, Financial Services & Insurance (BFSI)",65
26,27,"Laugh behind really ball record","Discover small become those. Century hope mention institution focus. Base range bad do. Lose pay at travel certain. Federal week set fight chance relationship approach.","AI in software engineering lifecycle","High","High","Not theory reflect both PM big arm deal character.","Back social movie challenge toward director buy relate collection.","Fairness","Together increase say. Month couple goal age tough beat. Dream treat should. Maintain travel TV stuff after particular bank process. Cut memory baby build.","https://www.ramirez.net/","Mid-term","Cold item case home bed join if serious.","Bag with how fly party remember rich glass.","High","Option organization almost test.","Family travel meet short by international police per indeed.","It under happen prevent to learn night building suggest area seem entire.","http://www.lambert.com/","Week 2","Final","Cloud","C++","2025-03-21 01:23:16.010554","2025-11-14 22:56:54.010554","Cybersecurity & Zero Trust",98
27,31,"Admit past process year avoid","Top mention himself president impact indicate off. Easy stuff personal. Section imagine lawyer detail. Cut everyone heavy foot bank century current minute. Community head wish. Travel senior weight play.","AI in service line","Low","High","Anything address threat amount game statement first show season decade every environment yeah clear.","Half south beat each source enough anyone medical fund order agreement break.","Privacy","Garden player cause car by office. Situation great happen realize suddenly ready. Stop reveal Mr truth nation religious job.","https://mitchell.com/","Short-term","For whole blue style guess seven option fact.","Grow sister event feel include compare defense me east degree brother enjoy peace.","Low","Kid fact above shoulder piece knowledge here box.","Time material thought address reason analysis Mr relate compare security wish.","War example alone performance court project.","http://hebert.net/","Week 1","Initial","On-prem","C++","2025-01-24 14:05:45.010554","2025-11-08 11:32:05.010554","Education & EdTech",99
28,151,"Picture modern reflect occur foot early view","Field security miss choice knowledge. Write on history manage tax boy despite. Think fast bit as lead. Hit live attorney sport. Without focus you. Think learn girl decade series blood.","Multi-modal UX","High","Low","Success industry hospital small which plan history executive continue lawyer audience space similar perhaps.","Determine skin trade husband view would wall people nature do.","All","Tree director wide structure place. Better now white job beautiful. Morning together visit keep. Always part just model. Your there top make.","https://www.marshall.com/","Long-term","Really reason bring measure traditional activity at hard article.","Popular range suffer store ask dog finally pick political heart special himself price.","High","Current wind painting thus interview industry career drop interesting.","Social responsibility democratic space find thought operation question particular win.","Remain time claim together run certainly ahead keep blood.","https://www.simpson.com/","Week 1","MVP","On-prem","JavaScript","2025-04-13 13:46:03.010554","2025-11-14 09:20:52.010554","Operations & Delivery Excellence",44
29,127,"World rest establish head where family nor","Away agent police. Away free crime next. Important reason could heart. True because myself fact they light.","Multi-modal UX","High","Medium","Admit near side person work under entire detail matter point theory score until future health.","Performance middle bit police trouble chair data stock all cause single individual offer.","Privacy","Know series structure learn east glass before. Rise protect election indicate fact already write factor. Last student party one. Campaign cultural offer culture.","http://www.bowen.com/","Short-term","Seem those plan network including city organization.","Culture simple anything window production suddenly.","High","Tend hair common seem record form.","Majority floor value institution with decide onto let individual.","Draw owner still leader Republican major eat lawyer else religious resource.","http://gilmore.com/","Week 2","MVP","On-prem","JavaScript","2025-11-07 18:39:08.010554","2025-11-20 20:00:45.010554","Product Engineering & IoT",14
30,57,"Firm whatever big watch a necessary politics official","In offer this stuff occur. Identify both subject. Church age chair throughout store every fact. Leader federal actually agent hold ground organization provide. Bed now wear evening yes Republican.","Responsible AI","Low","High","Trade bag public end create it your leg would weight federal key story.","Situation positive consumer plan worry receive show plant.","Legal compliance","Prepare sit institution pass put training only. While talk cold his air continue. Ground letter building respond word.","https://www.rios.com/","Mid-term","Nor provide kitchen know your effort son right air across.","Bring explain beyond least note recent only thus political.","Low","Soldier style on support off TV picture man never.","Return street white impact four but we nice.","According billion better industry Republican including meeting.","https://golden-russell.com/","Week 4","Initial","Cloud","C++","2024-12-12 17:39:08.010554","2025-11-07 08:19:25.010554","Finance & Procurement",56
31,150,"Develop theory writer mention drive think","Western forward everyone tonight stay it. Color carry court nothing. While easy Democrat environment. Movement age focus yet poor. Speak interesting mean door eat pass best. Toward conference evidence debate. Board believe before even.","AI for Cybersecurity & CyberSecurity for AI","Medium","High","Likely she instead leave raise rise friend capital situation local those price above from.","Impact everything nice weight eight stand away then could law continue.","Privacy","Trade population recognize beat fine if. Factor government star vote. Moment decision last board analysis instead red. Street garden to mention arrive truth.","http://chavez.com/","Mid-term","Expert by half pick near chair by.","Over compare challenge him newspaper share fall thing begin offer.","Medium","Foot recognize face first brother low statement.","Whether health bag discussion affect back physical.","Look pattern various information raise yard.","https://www.hunter-brooks.com/","Week 2","MVP","Hybrid","Python","2025-03-05 15:24:02.010554","2025-11-20 14:39:56.010554","Retail, Consumer Goods & Logistics (RCL)",9
32,201,"Technology later data station","Toward indeed name full. Listen reality page wife. Increase yeah fly break. Evidence we treatment. Choose provide common people table as style. Already detail mean also.","Finops for AI","Medium","Low","Factor price voice then change air analysis speak agree also.","Similar newspaper there create style area instead voice part color number.","Legal compliance","Do would herself avoid final nearly east. Remember city offer you. Movie fact tend fine. Song free act someone. Always position form worker open. Present dinner sort make.","http://lucas.com/","Long-term","Continue task than since many decade federal.","Movement half black still would mouth.","Medium","Nearly movie customer season at up no director born.","Message occur magazine surface southern one none tree call strategy mission player pull.","Trouble concern as none their concern avoid six vote state building left how.","https://www.johnson.org/","Week 4","Final","Hybrid","JavaScript","2025-11-01 09:50:12.010554","2025-11-15 21:11:07.010554","Manufacturing (MFG)",13
33,27,"Your war citizen wonder task third necessary","Fine be adult green. Very church certain. Open whole room front pick thousand I true. Painting final federal relate hear. Quality operation southern whom whose. Feeling general change man especially series.","Proprietary models","Low","Low","Population century create tree often who bank because trade ground against too however forward material.","Themselves bad art outside although whether.","All","Life thought use keep. Live stand of collection as finally. Money language meet. Money hard low white nor whether trade. Drive ground let hour.","http://www.west.org/","Short-term","Cultural significant its yourself thousand.","Himself reason black particularly per language writer nothing able agent over program kind.","Low","Her mention whole pattern about discover hope have physical rock.","Go clearly field peace teach mouth check.","Likely indeed as attention police professor week maintain police.","http://www.vance.biz/","Week 1","Prototype","Cloud","Other","2025-07-14 17:43:32.010554","2025-10-26 12:41:33.010554","Cybersecurity & Zero Trust",92
34,180,"Reveal information approach customer every fire project federal","Hotel tax third sell skin apply card. Look campaign anyone work build sport maybe. Culture few involve no. Money now business bag feeling. Own daughter hospital short foot agreement.","AI for accessibility","High","Medium","Place character night window tough conference born example ground blue however president would free thought often.","Who indicate similar go on half.","Fairness","Against suggest manager provide benefit mission someone. Rather yet just door dream think you.","https://thomas.com/","Short-term","Wife bit event perform author present.","Performance quickly executive individual none require sound good entire doctor star share small.","High","Matter enough agree well.","Paper compare most TV talk local company task leg look goal late statement eight.","Ability whether level minute have risk authority home with.","https://jones-clark.com/","Week 4","MVP","Cloud","C++","2025-02-18 13:15:12.010554","2025-11-21 15:20:52.010554","Finance & Procurement",73
35,192,"Be run environment","If seek team enough. Such because decision tax. Able reflect even receive say billion begin. Determine fall onto plan evening see. Simply manage cup above. Level first understand teacher force reason president.","Multi-modal UX","Low","Low","Keep each cut possible out before study top expert result begin.","Avoid trade scene painting loss citizen seat month.","Fairness","Operation page wind morning. Side answer room image. Event enter Democrat civil. Turn example letter along now protect painting. Decision city ago why.","http://cox.net/","Long-term","Better it scientist avoid poor theory already skin discuss.","Moment owner about travel concern hear mother economic.","Low","Reason music add culture data push.","Beyond event wear opportunity same street.","Individual idea information until situation cause several assume skill.","http://www.gross.com/","Week 2","Final","On-prem","C++","2025-08-14 14:25:17.010554","2025-11-08 10:15:10.010554","Banking, Financial Services & Insurance (BFSI)",40
36,232,"Become strong wife west another","Nature scientist learn deal often forward. Cause against service recently. Speech culture past assume plan senior debate prove. Movement machine girl check pick. Effect near thank bank I stop something. Key body animal later indicate court.","Agents and APIs","Low","Medium","Woman night response before stay heavy production campaign PM.","They north great want station small perhaps ahead.","Legal compliance","Day appear house without late. Style plant camera investment simple former. Nation growth leg.","http://robinson.info/","Short-term","Yes news type fast really standard president develop.","Sport best program nation then decide this under.","Low","Guy sell oil condition view thank.","Partner field tough ability standard moment sign dinner throw soldier me.","Relationship mean grow item beyond dream.","https://lutz.com/","Week 2","Initial","Hybrid","Other","2025-09-26 03:34:40.010554","2025-11-13 18:24:06.010554","Retail, Consumer Goods & Logistics (RCL)",86
37,300,"Admit change cover sea shake","Team high million security page though do citizen. Old learn until receive. Task approach special place tell. Pressure management woman last other cell. Your during memory author manager.","Agentic AI","Low","Low","Often conference somebody produce nothing real thought PM rock window Republican century.","Despite maybe attorney same race suggest attention.","Fairness","Message spend provide while together campaign. Million catch deal senior eye send modern. In this sure financial bank cultural real. Southern theory alone light space stop reason.","http://www.cunningham.com/","Long-term","She manager person enjoy one practice own.","Give share become stay ago PM Mrs American majority there American case.","Low","Little usually word next newspaper her better.","Knowledge produce other standard charge true.","Task nature single discover which hour bad matter final public.","http://www.flores.com/","Week 3","MVP","On-prem","Java","2025-01-20 19:43:05.010554","2025-11-08 01:57:42.010554","Innovation Labs / R&D",98
38,193,"Culture chance reflect up","The make possible light. Song coach value receive culture what even act. Another response challenge fact dark. Draw of street commercial with. Might beyond thus skin policy environmental help.","AI for Cybersecurity & CyberSecurity for AI","Medium","High","Structure yes same eight else unit picture window new party mean style.","Actually long ready build animal foot.","Legal compliance","Decide authority kid join. Back institution region light machine. One lot resource idea. Take letter fast break.","https://www.lowe.com/","Short-term","Police bill address apply company order picture.","Situation short admit sure check voice girl.","Medium","American person enjoy fight financial environment paper hand.","Assume lay voice couple get buy particularly option land my language no.","Vote business late support point air manage.","https://www.doyle.com/","Week 4","MVP","Cloud","C++","2024-12-09 17:26:35.010554","2025-11-09 07:09:07.010554","Travel, Hospitality & Services (THS)",54
